Date,BIL,DBC,IAU,IEF,PDBC,SCHP,SHY,SLV,SPY,TIP,TLT,UUP,VNQ,VTIP,XLE
1993-02-01,,,,,,,,,0.007112378015,,,,,,
1993-02-02,,,,,,,,,0.002119022735,,,,,,
1993-02-03,,,,,,,,,0.01057090276,,,,,,
1993-02-04,,,,,,,,,0.004184224359,,,,,,
1993-02-05,,,,,,,,,-0.0006944133137,,,,,,
1993-02-08,,,,,,,,,0,,,,,,
1993-02-09,,,,,,,,,-0.006949500929,,,,,,
1993-02-10,,,,,,,,,0.001399907765,,,,,,
1993-02-11,,,,,,,,,0.004891230502,,,,,,
1993-02-12,,,,,,,,,-0.00764940538,,,,,,
1993-02-16,,,,,,,,,-0.02522725011,,,,,,
1993-02-17,,,,,,,,,-0.0007193557266,,,,,,
1993-02-18,,,,,,,,,-0.0007190714842,,,,,,
1993-02-19,,,,,,,,,0.00359930913,,,,,,
1993-02-22,,,,,,,,,0.003587120374,,,,,,
1993-02-23,,,,,,,,,-0.0007152423117,,,,,,
1993-02-24,,,,,,,,,0.01287528251,,,,,,
1993-02-25,,,,,,,,,0.002119022735,,,,,,
1993-02-26,,,,,,,,,0.001409066092,,,,,,
1993-03-01,,,,,,,,,-0.002814559132,,,,,,
1993-03-02,,,,,,,,,0.01481993196,,,,,,
1993-03-03,,,,,,,,,0.004172896317,,,,,,
1993-03-04,,,,,,,,,-0.005540457718,,,,,,
1993-03-05,,,,,,,,,-0.002785546246,,,,,,
1993-03-08,,,,,,,,,0.02234630608,,,,,,
1993-03-09,,,,,,,,,-0.003415909938,,,,,,
1993-03-10,,,,,,,,,0.002056571024,,,,,,
1993-03-11,,,,,,,,,-0.002735704374,,,,,,
1993-03-12,,,,,,,,,-0.010288066,,,,,,
1993-03-15,,,,,,,,,0.004851174904,,,,,,
1993-03-16,,,,,,,,,0,,,,,,
1993-03-17,,,,,,,,,-0.006207157022,,,,,,
1993-03-18,,,,,,,,,0.006245926469,,,,,,
1993-03-19,,,,,,,,,-0.001513190593,,,,,,
1993-03-22,,,,,,,,,-0.00555192257,,,,,,
1993-03-23,,,,,,,,,0.002093487963,,,,,,
1993-03-24,,,,,,,,,0,,,,,,
1993-03-25,,,,,,,,,0.006267575105,,,,,,
1993-03-26,,,,,,,,,-0.005536554375,,,,,,
1993-03-29,,,,,,,,,0.004175244274,,,,,,
1993-03-30,,,,,,,,,0.002771999628,,,,,,
1993-03-31,,,,,,,,,-0.0006907199584,,,,,,
1993-04-01,,,,,,,,,-0.003457751932,,,,,,
1993-04-02,,,,,,,,,-0.02081934386,,,,,,
1993-04-05,,,,,,,,,0.004961781963,,,,,,
1993-04-06,,,,,,,,,-0.002821495326,,,,,,
1993-04-07,,,,,,,,,0.003536318641,,,,,,
1993-04-08,,,,,,,,,-0.001409167503,,,,,,
1993-04-12,,,,,,,,,0.01411383158,,,,,,
1993-04-13,,,,,,,,,0.002087506306,,,,,,
1993-04-14,,,,,,,,,-0.001388771801,,,,,,
1993-04-15,,,,,,,,,0,,,,,,
1993-04-16,,,,,,,,,0,,,,,,
1993-04-19,,,,,,,,,-0.004172649679,,,,,,
1993-04-20,,,,,,,,,-0.004888088879,,,,,,
1993-04-21,,,,,,,,,-0.0007015394075,,,,,,
1993-04-22,,,,,,,,,-0.01264062652,,,,,,
1993-04-23,,,,,,,,,-0.004267459561,,,,,,
1993-04-26,,,,,,,,,-0.007856638131,,,,,,
1993-04-27,,,,,,,,,0.01079829887,,,,,,
1993-04-28,,,,,,,,,-0.002136019199,,,,,,
1993-04-29,,,,,,,,,0.00428252957,,,,,,
1993-04-30,,,,,,,,,0.001421107104,,,,,,
1993-05-03,,,,,,,,,0.006388230189,,,,,,
1993-05-04,,,,,,,,,0.003525480126,,,,,,
1993-05-05,,,,,,,,,0.002810647381,,,,,,
1993-05-06,,,,,,,,,-0.003503481669,,,,,,
1993-05-07,,,,,,,,,-0.002109526346,,,,,,
